,time_close,price_close,volume_traded,trades_count,date_time,sin_hour,cos_hour,sin_day,cos_day,sin_month,cos_month
0,2015-01-01T02:59:27.3230000Z,317.87,172.54540574,238,2015-01-01 02:59:27,0.49999999999999994,0.8660254037844387,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
1,2015-01-01T05:35:13.2770000Z,313.98,837.8505649,419,2015-01-01 05:35:13,0.9659258262890683,0.25881904510252074,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
2,2015-01-01T08:52:13.5300000Z,316.27,148.67882361,159,2015-01-01 08:52:13,0.8660254037844388,-0.4999999999999998,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
3,2015-01-01T11:57:34.0700000Z,315.57,530.37425301,393,2015-01-01 11:57:34,0.258819045102521,-0.9659258262890682,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
4,2015-01-01T14:59:52.0400000Z,315.12,362.29114157,261,2015-01-01 14:59:52,-0.4999999999999998,-0.8660254037844388,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
5,2015-01-01T17:59:46.3770000Z,315.45,400.69447678,261,2015-01-01 17:59:46,-0.9659258262890683,-0.25881904510252063,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
6,2015-01-01T20:59:18.9270000Z,315.54,310.16451995,265,2015-01-01 20:59:18,-0.8660254037844386,0.5,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
7,2015-01-01T23:59:00.9170000Z,313.81,325.27236839,358,2015-01-01 23:59:00,-0.2588190451025215,0.9659258262890681,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
8,2015-01-02T02:59:39.1170000Z,315.34,541.53808964,363,2015-01-02 02:59:39,0.49999999999999994,0.8660254037844387,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
9,2015-01-02T05:57:10.5530000Z,315.75,298.02984729,232,2015-01-02 05:57:10,0.9659258262890683,0.25881904510252074,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
10,2015-01-02T08:58:16.2070000Z,314.88,296.50762721,359,2015-01-02 08:58:16,0.8660254037844388,-0.4999999999999998,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
11,2015-01-02T11:58:46.7500000Z,314.3,198.72386188,326,2015-01-02 11:58:46,0.258819045102521,-0.9659258262890682,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
12,2015-01-02T14:59:49.3530000Z,315.9,478.15145808,309,2015-01-02 14:59:49,-0.4999999999999998,-0.8660254037844388,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
13,2015-01-02T17:59:07.5670000Z,314.84,718.31229384,493,2015-01-02 17:59:07,-0.9659258262890683,-0.25881904510252063,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
14,2015-01-02T20:58:19.3430000Z,316.65,533.46993352,513,2015-01-02 20:58:19,-0.8660254037844386,0.5,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
15,2015-01-02T23:59:05.0830000Z,315.42,411.77509693,388,2015-01-02 23:59:05,-0.2588190451025215,0.9659258262890681,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
16,2015-01-03T02:59:45.3430000Z,312.9,431.21880385,356,2015-01-03 02:59:45,0.49999999999999994,0.8660254037844387,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
17,2015-01-03T05:58:40.1530000Z,311.69,771.80621326,438,2015-01-03 05:58:40,0.9659258262890683,0.25881904510252074,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
18,2015-01-03T08:59:14.3070000Z,307.2,2928.42860582,1259,2015-01-03 08:59:14,0.8660254037844388,-0.4999999999999998,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
19,2015-01-03T11:59:19.3170000Z,304.9,1217.84580518,786,2015-01-03 11:59:19,0.258819045102521,-0.9659258262890682,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
20,2015-01-03T14:59:59.9600000Z,299.99,4559.66519282,1853,2015-01-03 14:59:59,-0.4999999999999998,-0.8660254037844388,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
21,2015-01-03T17:59:35.0100000Z,301.0,1163.01501874,901,2015-01-03 17:59:35,-0.9659258262890683,-0.25881904510252063,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
22,2015-01-03T20:59:50.8730000Z,293.4,4922.45097561,2289,2015-01-03 20:59:50,-0.8660254037844386,0.5,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
23,2015-01-03T23:59:59.5700000Z,282.0,5813.99011976,2710,2015-01-03 23:59:59,-0.2588190451025215,0.9659258262890681,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
24,2015-01-04T02:59:39.7070000Z,282.05,5625.81273274,2361,2015-01-04 02:59:39,0.49999999999999994,0.8660254037844387,0.7431448254773941,0.6691306063588583,0.49999999999999994,0.8660254037844387
25,2015-01-04T05:59:39.1270000Z,279.81,3622.06881295,1083,2015-01-04 05:59:39,0.9659258262890683,0.25881904510252074,0.7431448254773941,0.6691306063588583,0.49999999999999994,0.8660254037844387
26,2015-01-04T08:59:58.8130000Z,286.79,2372.45228266,858,2015-01-04 08:59:58,0.8660254037844388,-0.4999999999999998,0.7431448254773941,0.6691306063588583,0.49999999999999994,0.8660254037844387
27,2015-01-04T11:57:18.7770000Z,283.9,1918.24896988,1250,2015-01-04 11:57:18,0.258819045102521,-0.9659258262890682,0.7431448254773941,0.6691306063588583,0.49999999999999994,0.8660254037844387
28,2015-01-04T14:59:59.7270000Z,264.0,9994.28300698,3554,2015-01-04 14:59:59,-0.4999999999999998,-0.8660254037844388,0.7431448254773941,0.6691306063588583,0.49999999999999994,0.8660254037844387
29,2015-01-04T17:59:50.4670000Z,270.01,9384.70581146,3719,2015-01-04 17:59:50,-0.9659258262890683,-0.25881904510252063,0.7431448254773941,0.6691306063588583,0.49999999999999994,0.8660254037844387
30,2015-01-04T20:59:49.9670000Z,268.03,3592.33030024,1642,2015-01-04 20:59:49,-0.8660254037844386,0.5,0.7431448254773941,0.6691306063588583,0.49999999999999994,0.8660254037844387
31,2015-01-04T23:58:36.2400000Z,264.0,4953.64897137,2172,2015-01-04 23:58:36,-0.2588190451025215,0.9659258262890681,0.7431448254773941,0.6691306063588583,0.49999999999999994,0.8660254037844387
32,2015-01-05T02:59:22.2170000Z,276.43,3098.64356525,1331,2015-01-05 02:59:22,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
33,2015-01-05T05:59:42.8230000Z,268.07,3607.54609376,1637,2015-01-05 05:59:42,0.9659258262890683,0.25881904510252074,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
34,2015-01-05T08:59:57.5800000Z,279.01,2758.61939677,1304,2015-01-05 08:59:57,0.8660254037844388,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
35,2015-01-05T09:38:41.3730000Z,276.07,102.84448714,75,2015-01-05 09:38:41,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
36,2015-01-05T12:49:29.0830000Z,275.57233,3.04971,13,2015-01-05 12:49:29,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
37,2015-01-05T20:55:05.3900000Z,272.99996,0.38006,9,2015-01-05 20:55:05,-0.8660254037844386,0.5,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
38,2015-01-05T23:55:06.0400000Z,274.47008,24.44662987,179,2015-01-05 23:55:06,-0.2588190451025215,0.9659258262890681,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
39,2015-01-06T01:59:28.1400000Z,293.66025,0.5,5,2015-01-06 01:59:28,0.25881904510252074,0.9659258262890683,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387
40,2015-01-06T06:17:13.8370000Z,292.96817,0.27011,1,2015-01-06 06:17:13,1.0,6.123233995736766e-17,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387
41,2015-01-06T15:55:55.1270000Z,265.0,0.97102,5,2015-01-06 15:55:55,-0.7071067811865471,-0.7071067811865479,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387
42,2015-01-06T18:15:56.9170000Z,281.15113,1.4,14,2015-01-06 18:15:56,-1.0,-1.8369701987210297e-16,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387
43,2015-01-07T09:22:12.5470000Z,269.00001,0.00743014,1,2015-01-07 09:22:12,0.7071067811865476,-0.7071067811865475,0.9945218953682733,0.10452846326765344,0.49999999999999994,0.8660254037844387
44,2015-01-07T14:26:03.1000000Z,280.0,0.00740971,1,2015-01-07 14:26:03,-0.4999999999999998,-0.8660254037844388,0.9945218953682733,0.10452846326765344,0.49999999999999994,0.8660254037844387
45,2015-01-07T20:34:47.2430000Z,299.99973,7.69253736,85,2015-01-07 20:34:47,-0.8660254037844386,0.5,0.9945218953682733,0.10452846326765344,0.49999999999999994,0.8660254037844387
46,2015-01-08T06:46:40.0500000Z,290.0,3.0,2,2015-01-08 06:46:40,1.0,6.123233995736766e-17,0.9945218953682734,-0.10452846326765333,0.49999999999999994,0.8660254037844387
47,2015-01-08T10:30:06.6830000Z,290.0,3.2029,2,2015-01-08 10:30:06,0.49999999999999994,-0.8660254037844387,0.9945218953682734,-0.10452846326765333,0.49999999999999994,0.8660254037844387
48,2015-01-08T13:07:08.6470000Z,283.52532,2.1334431,3,2015-01-08 13:07:08,-0.2588190451025208,-0.9659258262890683,0.9945218953682734,-0.10452846326765333,0.49999999999999994,0.8660254037844387
49,2015-01-09T08:38:06.1070000Z,290.0,1.0,1,2015-01-09 08:38:06,0.8660254037844388,-0.4999999999999998,0.9510565162951536,-0.30901699437494734,0.49999999999999994,0.8660254037844387
50,2015-01-09T11:23:29.2100000Z,292.99457,0.49488971,1,2015-01-09 11:23:29,0.258819045102521,-0.9659258262890682,0.9510565162951536,-0.30901699437494734,0.49999999999999994,0.8660254037844387
51,2015-01-09T16:39:19.0000000Z,282.99689,0.06453,1,2015-01-09 16:39:19,-0.8660254037844384,-0.5000000000000004,0.9510565162951536,-0.30901699437494734,0.49999999999999994,0.8660254037844387
52,2015-01-09T19:52:00.0000000Z,295.72024,1.256,13,2015-01-09 19:52:00,-0.9659258262890684,0.2588190451025203,0.9510565162951536,-0.30901699437494734,0.49999999999999994,0.8660254037844387
